treatment,run_id,problem,solution_found,solution_length,update_found,update_first_solution_found,program
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_005,1139,for-loop-index,True,17,497,463,"[SubmitNum-Tag(1111111111100101,0101101001100101,0000010010011000),LoadStep-Tag(0100001110011001,1001000000111000,1111111110000111),Inc-Tag(1100101111101101,0010110110011001,0010011110001111),Sub-Tag(0001000111011101,0011111111010110,0011111100111010),LoadStart-Tag(1100111101110101,1101011000010100,1100000001100000),TestNumLess-Tag(0011011101111011,0011010011011000,1000110100011001),CopyMem-Tag(1110100110001011,1111000000111111,1010110010101001),LoadEnd-Tag(0100100110001110,1000011111100110,0000110100000001),While-Tag(1010010101110010,0110000001101011,1100010001111011),IfNot-Tag(0101000010001110,1000000100111110,1110010011011110),Add-Tag(0100010010001101,0011011111110101,1011011101011110),SubmitNum-Tag(1100111101110101,1101011000010100,1100000001100000),Sub-Tag(0011111010001110,1101101110111100,1001111100110010),LoadStep-Tag(1001110010110000,0100111011011010,1100010011101110),TestNumLess-Tag(1010101111001001,0111101100100111,1101001110111000),IfNot-Tag(0011000010011101,1100011101110111,1101101111110101),Inc-Tag(0111000110000111,0010110001010100,0100011110000101)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_005,1140,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_005,1141,for-loop-index,True,9,312,299,"[LoadStep-Tag(1000100000101101,0011011110000010,0010110010100000),SubmitNum-Tag(0101001111111100,0101000010111100,0111110100111110),LoadEnd-Tag(0000111011001010,0111100010010101,0010010000111010),Sub-Tag(0010011101001001,1010000111111001,0000011000000000),TestNumGreater-Tag(0001011110001100,1111011101010110,1001101101001011),While-Tag(0011100111010001,1111011111001111,0001101000011001),Add-Tag(1101110111101011,0001001110110000,1100101101101110),SubmitNum-Tag(0101001111111100,0101000010111100,0111110100111110),TestNumGreater-Tag(0001011110001100,1111011101010110,1001101101001011)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_005,1142,for-loop-index,True,14,405,186,"[Dec-Tag(1110110110001100,0111110010000110,1111100110011000),SubmitNum-Tag(0011011011111011,1101110011011100,0101001011010111),LoadEnd-Tag(0010000100001100,0010101010100110,0110000001101100),LoadStep-Tag(0001000010001110,0100000000010001,0101011111000101),LoadStart-Tag(0001101000111011,1010110100001111,0101111011101101),Close(1110110101101111,0011111001000110,1011110100010011),CopyMem-Tag(0110000100111110,0000101010011011,0110111110101100),Add-Tag(1010000100101110,0010111110010100,0110010111010101),SwapMem-Tag(1110110001000000,1001000011000000,1110110110110111),CopyMem-Tag(0111110000110101,1101100011010000,1100111000000110),Add-Tag(0110111001100011,0010000011010110,1111001100011011),TestNumGreaterTEqu-Tag(1101110000011001,1000011100110000,0100010111010010),Countdown-Tag(0101011001110110,0100101011011110,1011100000100101),SubmitNum-Tag(0111101100010011,1110101010001011,0110010000000001)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_005,1143,for-loop-index,True,8,242,172,"[LoadEnd-Tag(1010110111000111,1011101001110011,1111100011100011),LoadStart-Tag(0101000110011000,0011101001000111,1001011010011100),Set-16-Tag(0101001010011011,0001010010110110,1110011110000011),While-Tag(1110001000011010,0111010101011000,1101011010010101),TestNumGreaterTEqu-Tag(1001111010001011,1010000101100000,1100010011101111),IfNot-Tag(0100001111111100,0101110000010100,1001011111100000),SubmitNum-Tag(0001110110101101,1011000001101101,1011101010011001),Add-Tag(0101110010011010,0011001001110101,1011101010111000)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_005,1144,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_005,1145,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_005,1146,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_005,1147,for-loop-index,True,22,502,481,"[Sub-Tag(1010100111101100,1100111011001101,1101110101101000),Set-6-Tag(1111000001010110,1011101110010010,0011111011011110),Countdown-Tag(1111000000000100,0001001100100000,1101101111110101),Dec-Tag(0111000101111001,0110101101010111,0100101101011110),CopyMem-Tag(1111010110100001,1001011010001111,1111101010011110),Set-4-Tag(0011011101011001,0011010110101011,1001010100011100),Add-Tag(1010001010101100,1110000000110110,1001101011111101),Set-12-Tag(1110000011110100,1110101010011101,0000110100010100),Div-Tag(0011001001101111,0100111111001111,0110100010100010),LoadEnd-Tag(0100100100010011,0101111111110101,0001100011110001),TestNumLess-Tag(1000010011010001,0111111101101110,1111001001000100),Sub-Tag(1011001001011001,1110100101100100,1101011000110101),LoadStep-Tag(1101101011001011,1001101001010100,0101001110110000),Countdown-Tag(0100011100100101,1100101011010010,1101001000111111),Floor-Tag(0111110100100100,0101011001010110,1011100110101100),SubmitNum-Tag(1101000101010100,1001000011001000,1011111000011100),SwapMem-Tag(0011000111010011,1101000011011101,0011111001010000),Add-Tag(0000111110110000,0100011011110011,1010001101111000),Inc-Tag(0001101000110110,1010010000111100,1010011100111110),SwapMem-Tag(0011000111010011,1101000011011101,0011111001010000),TestNumGreater-Tag(0001010000100111,0100101000110001,1110110011111010),While-Tag(1001111011111100,1110011110100101,0111100001100100)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_005,1148,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_005,1149,for-loop-index,True,13,549,420,"[LoadStep-Tag(0010110001111100,1000111100000010,1100100110001011),LoadEnd-Tag(1101101010010000,1110011000010110,1100010001100001),Close(1001010011110010,1100111110001100,0101110110011100),Add-Tag(1100101111111010,0001111100001111,1110100100110101),Add-Tag(1110111011101111,0100100000000001,0011001101010010),TestNumLessTEqu-Tag(1010011111000001,1000000010011010,0000011001100111),IfNot-Tag(1100101100011110,0000010001111011,1100001001001011),Return(1110010011011000,0100100110001011,0010100100100001),Close(1001010011110010,1100111110001100,0101110110011100),SwapMem-Tag(1010001000000010,1100111110101111,1000101101011011),SubmitNum-Tag(0001001100110101,0000001100011100,0000000001001111),IfNot-Tag(1100101100011110,0000010001111011,1100001001001011),TestNumLess-Tag(0111111000100110,0011111111110011,1001010100011011)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_005,1150,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1151,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1152,for-loop-index,True,7,825,818,"[Close(1011101100101100,0111010101110011,0100110100110100),SubmitNum-Tag(1101011111110000,1000000011010110,1001001001100110),Add-Tag(0100111111110110,0010101110110010,1011110010110110),LoadEnd-Tag(0000011111011011,1010000111001100,1110010001100001),TestNumLess-Tag(0111011001100110,0000100101000111,1101100000111000),IfNot-Tag(0001100101001000,1010001001010101,1111111000001110),Set-6-Tag(1100000000111111,0000000001001101,1100011010010001)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1153,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1154,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1155,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1156,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1157,for-loop-index,True,6,141,120,"[LoadEnd-Tag(1000110011001101,1111010100001111,0011010100000101),TestNumLess-Tag(1101111110101111,0101110010011000,1110000101111000),Countdown-Tag(0110000011110000,0001011111110001,1101000010100111),SubmitNum-Tag(1101111011011001,0101010010011000,1111101000101100),Add-Tag(1001101100110111,1111011010110110,1101110101101101),TestNumLess-Tag(1101111110101111,0101110010011000,1110000101111000)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1158,for-loop-index,True,9,522,506,"[Close(0111011001100001,0011101101001000,0001111101011101),SubmitNum-Tag(1111010100111001,1111100000011001,1011111010000011),LoadStep-Tag(0010010000110100,0010000101101010,1001101011001100),LoadEnd-Tag(0100101111110011,0100110011100001,0001101011111110),SwapMem-Tag(0010011111100111,0100010110101010,1100110001001000),Add-Tag(0000110100011111,0111111010110011,1010011111010110),TestNumGreaterTEqu-Tag(0011111111101001,0100001100000010,0001111110110001),Countdown-Tag(0010010000110011,1101011000111111,0010101010011010),Set-16-Tag(1010001000011010,0101101001110110,1111101110110101)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1159,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1160,for-loop-index,True,11,650,524,"[SubmitNum-Tag(1111110101110111,1111100111011000,0000001011000111),LoadStep-Tag(1100101111001011,1011000111011001,1100100111011010),Countdown-Tag(1011001100101001,1001010000100010,1100011101010101),Add-Tag(1110101100011111,1100111001000001,1010100110011010),LoadEnd-Tag(1101111010101100,1101101100110001,1011101101000001),TestNumLessTEqu-Tag(0001001000000101,0001101010011010,0011100110100000),While-Tag(1011001100101001,1001010000100010,1100011101010101),Close(0100111111110110,0010001101000110,1000101101001000),SubmitNum-Tag(1000010110011011,1010000010100100,1111101010101010),Add-Tag(1001100101000011,0010111100011110,1101001101111101),TestNumNEqu-Tag(0001001000000101,0001101010011010,0011100110100000)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1161,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1162,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1163,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1164,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1165,for-loop-index,True,11,819,421,"[Dec-Tag(0110011111100000,1001111101011110,1100000110110111),Add-Tag(0001011111101010,1110001001110011,1111100111000000),TestNumNEqu-Tag(0011100011111111,1010000011110110,1001001001110010),Countdown-Tag(1110100110100011,1111010000000010,0100010010010101),Add-Tag(0111101110111101,0001001011010010,0000110000101001),Add-Tag(0100101001111000,0100111001101111,1000101110110011),Add-Tag(1001101010000011,0010001100110101,1000000010101010),IfNot-Tag(0111110010010111,0100001101011000,1101001001000110),SubmitNum-Tag(0010101110010001,1101111000110101,0100000100111111),LoadStep-Tag(1110111011111000,0010011001111010,1001111011111010),TestNumLessTEqu-Tag(1110010001000100,0001001011011111,0111111010000011)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1166,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1167,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1168,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1169,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1170,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1171,for-loop-index,True,20,808,390,"[SubmitNum-Tag(1110011100111101,0100100001101100,0111011101100111),SwapMem-Tag(1011010000010111,0001001110111001,0111001111100101),LoadStart-Tag(0010000011100011,1001011101101111,0100010101110110),Dec-Tag(0000010111100010,1100100101110111,0111111100001110),Add-Tag(0100000001100110,1111101010001010,0100001000110010),LoadStep-Tag(1110011000111001,1000011111100111,1000001011010101),TestNumLess-Tag(0001001000111000,0001010110110101,1100101101101111),TestNumLess-Tag(1101101000100011,1101110000010111,1111100010101011),If-Tag(0100101101110111,1000110100000000,0010100110010110),Add-Tag(0100000001100110,1111101010001010,0100001000110010),Input-Tag(1100110111001110,1101000101110101,0110000001000101),LoadEnd-Tag(0101001111011011,0000100111001010,0110001101010000),LoadStep-Tag(1011111110100010,1001100011110011,1011010001100110),Sub-Tag(1001001011010010,0010111111111110,0000001000101001),Countdown-Tag(1110110100100000,0111011110101001,0111101101101100),Add-Tag(0010001111100001,0100001010001101,0001101101111001),Sub-Tag(0001011101100001,0110101100110010,1011111010101011),SubmitNum-Tag(1011101100110011,0000000010100001,1010011010100011),TestNumLessTEqu-Tag(1011110011111001,0001001101010000,1100011100010111),Mod-Tag(0010100110100111,0100000011010001,1110010100101110)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1172,for-loop-index,True,11,637,557,"[LoadStep-Tag(0000011010100110,0101100000100000,0001011000100100),Set-1-Tag(0001100110101110,1011000110110100,0101000000100111),CopyMem-Tag(0000011010100110,0101100000100000,0001011000100100),LoadEnd-Tag(1010011101010101,1000111101001000,1010111000110110),While-Tag(1000100000001100,0000011101001101,0000010110110000),Mult-Tag(1010100110011011,0010111001110110,0110001001100110),SwapMem-Tag(0100010010110001,1111001110100001,1100011110001100),TestNumGreater-Tag(1100011000111000,1101010111111000,0000110100010000),Countdown-Tag(0001000101100001,0101010010110101,1111010101010001),SubmitNum-Tag(0011111111011101,0100010100011001,1101100100101110),Add-Tag(0101011010100010,1111100111001100,0111101111100010)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1173,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1174,for-loop-index,True,12,167,162,"[Close(1110110101011010,1111101000111101,0010101101011011),SubmitNum-Tag(1101100101111101,0101100100101100,1000011000000011),Inc-Tag(1011111100011110,0011010100111001,1111011101010101),LoadStep-Tag(0100000011011100,0000100011001100,1000111100100011),LoadEnd-Tag(0101010110111101,0101000111101011,0101101100111010),Add-Tag(1100010010011110,1111111110110111,1100000011111111),Inc-Tag(0001010101100101,1011111111011000,1111100100000011),SwapMem-Tag(1100010010011110,1111111110110111,1100000011111111),TestNumGreaterTEqu-Tag(1101011011111111,0111001000010100,1001000000010100),Dec-Tag(1011111101010111,0010011001101010,0011100100001001),If-Tag(0101010110111101,0101000111101011,0101101100111010),Mod-Tag(1101010110011001,1110100000011101,1010001101110001)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1175,for-loop-index,True,10,193,182,"[SwapMem-Tag(0100011110100110,0101101110011111,1101011011000001),Add-Tag(1010011001110100,0001110000101010,1110100010110001),While-Tag(0011001101010001,1001011111000000,1111001111100011),SwapMem-Tag(1101001111111010,0100100010110010,1100001010110010),LoadStep-Tag(1010101001001001,1010111011110011,0010101001110101),SubmitNum-Tag(1111110111111111,1011101000101000,0100110000001111),SwapMem-Tag(0100011110100110,0101101110011111,1101011011000001),Add-Tag(1010011001110100,0001110000101010,1110100010110001),LoadEnd-Tag(0101001111101110,0100011110010110,1110000111100000),TestNumGreater-Tag(0111010101111010,1100011001110001,0000001001110001)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1176,for-loop-index,True,13,314,301,"[Close(0110111000111001,0100010110111011,0010111010010100),SubmitNum-Tag(0111110101111010,1101101100010000,1000010111110010),LoadEnd-Tag(1000000110110010,1101110100111010,1110100001011001),LoadStep-Tag(1001100001100001,0100011100101110,1000001100001001),CopyMem-Tag(0011000110111011,1100000101000110,1011100110001010),LoadStep-Tag(0100010110010000,1101110001010011,1000100011010000),Add-Tag(0101000100000010,0110011111001111,1010100000111000),Add-Tag(0010101101100100,1110111110100111,1110101010010000),SwapMem-Tag(0100011110011000,1001101111000000,0110111010011010),Add-Tag(1001001011110000,0110101001000110,1011111101010111),TestNumGreaterTEqu-Tag(0110001010101010,1100001010001011,0110101001111011),If-Tag(1110010001001000,1101000000111010,0100110101011100),Set-8-Tag(0010101011110001,1100010001001111,0101011000101100)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1177,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1178,for-loop-index,True,16,987,889,"[LoadStep-Tag(0111110101100010,0001001010000000,0010101011000101),Sub-Tag(0110100101100001,1100111111011101,0110001000100010),TestNumLessTEqu-Tag(0001101000001011,1100110101001010,1010111111110101),LoadStep-Tag(0111000101110110,1110000011011100,0011000010110010),TestNumGreaterTEqu-Tag(1000100001010111,0000001001001100,1010111000110111),While-Tag(1110001110110111,1010000000000010,1011101101011101),Sub-Tag(1001001100010101,1111101000110010,0011101010111010),Set-0-Tag(0101010101111010,1111100000100001,1111111000111001),SubmitNum-Tag(0010101110010011,1010111010010111,1101111110001001),Sub-Tag(1001001100010101,1111101000110010,0011101010111010),LoadEnd-Tag(0000010011001111,1110100110001001,1110011000011111),LoadStep-Tag(0111000101110110,1110000011011100,0011000010110010),Sub-Tag(1001001100010101,1111101000110010,0011101010111010),Add-Tag(0010101110010011,1010111010010111,1101111110001001),Sub-Tag(1001001100010101,1111101000110010,0011101010111010),TestNumGreaterTEqu-Tag(0000100010110111,1101100110100011,1111100111010111)]"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1179,for-loop-index,False,NONE,NONE,NONE,"NONE"
PROBLEM_for-loop-index__ARGS_NUM_ONLY__ASR_01,1180,for-loop-index,True,8,205,187,"[Set-8-Tag(0010110011101100,1111000001001010,0100011011101011),LoadEnd-Tag(1110100001010111,1110000001000110,0010001001001001),While-Tag(1010001010110101,1101111110100110,1001100101011000),TestNumLess-Tag(1110100010111111,1100111001011001,1011011110000101),If-Tag(0010010111110111,0001100100001001,1111010100001010),Sub-Tag(1101101101000000,0010101100010001,1011101110000100),SubmitNum-Tag(0010111001111111,0011100010011010,0110100110000010),Sub-Tag(0011111011011110,1111000010010001,0111111001101101)]"
